Symbol,YahooSymbol,Name,Exchange,Series
GSFC,GSFC.NS,GSFC,NSE,EQ
GSLSU,GSLSU.NS,GSLSU,NSE,EQ
GSPCROP,GSPCROP.NS,GSPCROP,NSE,EQ
GSPL,GSPL.NS,GSPL,NSE,EQ
GSS,GSS.NS,GSS,NSE,EQ
GTECJAINX,GTECJAINX.NS,GTECJAINX,NSE,EQ
GTL,GTL.NS,GTL,NSE,EQ
GTLINFRA,GTLINFRA.NS,GTLINFRA,NSE,EQ
GTPL,GTPL.NS,GTPL,NSE,EQ
GUFICBIO,GUFICBIO.NS,GUFICBIO,NSE,EQ
GUJALKALI,GUJALKALI.NS,GUJALKALI,NSE,EQ
GUJAPOLLO,GUJAPOLLO.NS,GUJAPOLLO,NSE,EQ
GUJGASLTD,GUJGASLTD.NS,GUJGASLTD,NSE,EQ
GUJRAFFIA,GUJRAFFIA.NS,GUJRAFFIA,NSE,EQ
GUJTHEM,GUJTHEM.NS,GUJTHEM,NSE,EQ
GULFOILLUB,GULFOILLUB.NS,GULFOILLUB,NSE,EQ
GULFPETRO,GULFPETRO.NS,GULFPETRO,NSE,EQ
GULPOLY,GULPOLY.NS,GULPOLY,NSE,EQ
GVPTECH,GVPTECH.NS,GVPTECH,NSE,EQ
GVT&D,GVT&D.NS,GVT&D,NSE,EQ
HAL,HAL.NS,HAL,NSE,EQ
HALDER,HALDER.NS,HALDER,NSE,EQ
HALEOSLABS,HALEOSLABS.NS,HALEOSLABS,NSE,EQ
HAPPSTMNDS,HAPPSTMNDS.NS,HAPPSTMNDS,NSE,EQ
HAPPYFORGE,HAPPYFORGE.NS,HAPPYFORGE,NSE,EQ
HARIOMPIPE,HARIOMPIPE.NS,HARIOMPIPE,NSE,EQ
HARRMALAYA,HARRMALAYA.NS,HARRMALAYA,NSE,EQ
HARSHA,HARSHA.NS,HARSHA,NSE,EQ
HATHWAY,HATHWAY.NS,HATHWAY,NSE,EQ
HATSUN,HATSUN.NS,HATSUN,NSE,EQ
HAVELLS,HAVELLS.NS,HAVELLS,NSE,EQ
HAVISHA,HAVISHA.NS,HAVISHA,NSE,EQ
HBLENGINE,HBLENGINE.NS,HBLENGINE,NSE,EQ
HBSL,HBSL.NS,HBSL,NSE,EQ
HCC,HCC.NS,HCC,NSE,EQ
HCG,HCG.NS,HCG,NSE,EQ
HCL-INSYS,HCL-INSYS.NS,HCL-INSYS,NSE,EQ
HCLTECH,HCLTECH.NS,HCLTECH,NSE,EQ
HDBFS,HDBFS.NS,HDBFS,NSE,EQ
HDFCAMC,HDFCAMC.NS,HDFCAMC,NSE,EQ
HDFCBANK,HDFCBANK.NS,HDFCBANK,NSE,EQ
HDFCBSE500,HDFCBSE500.NS,HDFCBSE500,NSE,EQ
HDFCGOLD,HDFCGOLD.NS,HDFCGOLD,NSE,EQ
HDFCGROWTH,HDFCGROWTH.NS,HDFCGROWTH,NSE,EQ
HDFCLIFE,HDFCLIFE.NS,HDFCLIFE,NSE,EQ
HDFCLIQUID,HDFCLIQUID.NS,HDFCLIQUID,NSE,EQ
HDFCLOWVOL,HDFCLOWVOL.NS,HDFCLOWVOL,NSE,EQ
HDFCMID150,HDFCMID150.NS,HDFCMID150,NSE,EQ
HDFCMOMENT,HDFCMOMENT.NS,HDFCMOMENT,NSE,EQ
HDFCNEXT50,HDFCNEXT50.NS,HDFCNEXT50,NSE,EQ
HDFCNIF100,HDFCNIF100.NS,HDFCNIF100,NSE,EQ
HDFCNIFBAN,HDFCNIFBAN.NS,HDFCNIFBAN,NSE,EQ
HDFCNIFIT,HDFCNIFIT.NS,HDFCNIFIT,NSE,EQ
HDFCNIFTY,HDFCNIFTY.NS,HDFCNIFTY,NSE,EQ
HDFCPSUBK,HDFCPSUBK.NS,HDFCPSUBK,NSE,EQ
HDFCPVTBAN,HDFCPVTBAN.NS,HDFCPVTBAN,NSE,EQ
HDFCQUAL,HDFCQUAL.NS,HDFCQUAL,NSE,EQ
HDFCSENSEX,HDFCSENSEX.NS,HDFCSENSEX,NSE,EQ
HDFCSILVER,HDFCSILVER.NS,HDFCSILVER,NSE,EQ
HDFCSML250,HDFCSML250.NS,HDFCSML250,NSE,EQ
HDFCVALUE,HDFCVALUE.NS,HDFCVALUE,NSE,EQ
HEADSUP,HEADSUP.NS,HEADSUP,NSE,EQ
HEALTHADD,HEALTHADD.NS,HEALTHADD,NSE,EQ
HEALTHCARE,HEALTHCARE.NS,HEALTHCARE,NSE,EQ
HEALTHIETF,HEALTHIETF.NS,HEALTHIETF,NSE,EQ
HEALTHY,HEALTHY.NS,HEALTHY,NSE,EQ
HECPROJECT,HECPROJECT.NS,HECPROJECT,NSE,EQ
HEG,HEG.NS,HEG,NSE,EQ
HEIDELBERG,HEIDELBERG.NS,HEIDELBERG,NSE,EQ
HEMIPROP,HEMIPROP.NS,HEMIPROP,NSE,EQ
HERANBA,HERANBA.NS,HERANBA,NSE,EQ
HERITGFOOD,HERITGFOOD.NS,HERITGFOOD,NSE,EQ
HEROMOTOCO,HEROMOTOCO.NS,HEROMOTOCO,NSE,EQ
HESTERBIO,HESTERBIO.NS,HESTERBIO,NSE,EQ
HEXATRADEX,HEXATRADEX.NS,HEXATRADEX,NSE,EQ
HEXT,HEXT.NS,HEXT,NSE,EQ
HFCL,HFCL.NS,HFCL,NSE,EQ
HGINFRA,HGINFRA.NS,HGINFRA,NSE,EQ
HGM,HGM.NS,HGM,NSE,EQ
HGS,HGS.NS,HGS,NSE,EQ
HIKAL,HIKAL.NS,HIKAL,NSE,EQ
HILINFRA,HILINFRA.NS,HILINFRA,NSE,EQ
HILTON,HILTON.NS,HILTON,NSE,EQ
HIMATSEIDE,HIMATSEIDE.NS,HIMATSEIDE,NSE,EQ
HINDALCO,HINDALCO.NS,HINDALCO,NSE,EQ
HINDCOMPOS,HINDCOMPOS.NS,HINDCOMPOS,NSE,EQ
HINDCON,HINDCON.NS,HINDCON,NSE,EQ
HINDCOPPER,HINDCOPPER.NS,HINDCOPPER,NSE,EQ
HINDOILEXP,HINDOILEXP.NS,HINDOILEXP,NSE,EQ
HINDPETRO,HINDPETRO.NS,HINDPETRO,NSE,EQ
HINDUNILVR,HINDUNILVR.NS,HINDUNILVR,NSE,EQ
HINDWAREAP,HINDWAREAP.NS,HINDWAREAP,NSE,EQ
HINDZINC,HINDZINC.NS,HINDZINC,NSE,EQ
HIRECT,HIRECT.NS,HIRECT,NSE,EQ
HISARMETAL,HISARMETAL.NS,HISARMETAL,NSE,EQ
HITECH,HITECH.NS,HITECH,NSE,EQ
HITECHCORP,HITECHCORP.NS,HITECHCORP,NSE,EQ
HLEGLAS,HLEGLAS.NS,HLEGLAS,NSE,EQ
HLVLTD,HLVLTD.NS,HLVLTD,NSE,EQ
HMAAGRO,HMAAGRO.NS,HMAAGRO,NSE,EQ
HMVL,HMVL.NS,HMVL,NSE,EQ
HNDFDS,HNDFDS.NS,HNDFDS,NSE,EQ
HNGSNGBEES,HNGSNGBEES.NS,HNGSNGBEES,NSE,EQ
HOMEFIRST,HOMEFIRST.NS,HOMEFIRST,NSE,EQ
HONASA,HONASA.NS,HONASA,NSE,EQ
HONAUT,HONAUT.NS,HONAUT,NSE,EQ
HONDAPOWER,HONDAPOWER.NS,HONDAPOWER,NSE,EQ
HPAL,HPAL.NS,HPAL,NSE,EQ
HPIL,HPIL.NS,HPIL,NSE,EQ
HPL,HPL.NS,HPL,NSE,EQ
HSBCGOLD,HSBCGOLD.NS,HSBCGOLD,NSE,EQ
HSCL,HSCL.NS,HSCL,NSE,EQ
HTMEDIA,HTMEDIA.NS,HTMEDIA,NSE,EQ
HUBTOWN,HUBTOWN.NS,HUBTOWN,NSE,EQ
HUDCO,HUDCO.NS,HUDCO,NSE,EQ
HUHTAMAKI,HUHTAMAKI.NS,HUHTAMAKI,NSE,EQ
HYBRIDFIN,HYBRIDFIN.NS,HYBRIDFIN,NSE,EQ
HYUNDAI,HYUNDAI.NS,HYUNDAI,NSE,EQ
IBULLSLTD,IBULLSLTD.NS,IBULLSLTD,NSE,EQ
ICEMAKE,ICEMAKE.NS,ICEMAKE,NSE,EQ
ICICIAMC,ICICIAMC.NS,ICICIAMC,NSE,EQ
ICICIB22,ICICIB22.NS,ICICIB22,NSE,EQ
ICICIBANK,ICICIBANK.NS,ICICIBANK,NSE,EQ
ICICIGI,ICICIGI.NS,ICICIGI,NSE,EQ
ICICIPRULI,ICICIPRULI.NS,ICICIPRULI,NSE,EQ
ICIL,ICIL.NS,ICIL,NSE,EQ
ICRA,ICRA.NS,ICRA,NSE,EQ
IDBI,IDBI.NS,IDBI,NSE,EQ
IDEA,IDEA.NS,IDEA,NSE,EQ
IDEAFORGE,IDEAFORGE.NS,IDEAFORGE,NSE,EQ
IDFCFIRSTB,IDFCFIRSTB.NS,IDFCFIRSTB,NSE,EQ
IDFNIFTYET,IDFNIFTYET.NS,IDFNIFTYET,NSE,EQ
IEX,IEX.NS,IEX,NSE,EQ
IFBAGRO,IFBAGRO.NS,IFBAGRO,NSE,EQ
IFBIND,IFBIND.NS,IFBIND,NSE,EQ
IFCI,IFCI.NS,IFCI,NSE,EQ
IFGLEXPOR,IFGLEXPOR.NS,IFGLEXPOR,NSE,EQ
IGARASHI,IGARASHI.NS,IGARASHI,NSE,EQ
IGCL,IGCL.NS,IGCL,NSE,EQ
IGIL,IGIL.NS,IGIL,NSE,EQ
IGL,IGL.NS,IGL,NSE,EQ
IGPL,IGPL.NS,IGPL,NSE,EQ
IIFL,IIFL.NS,IIFL,NSE,EQ
IIFLCAPS,IIFLCAPS.NS,IIFLCAPS,NSE,EQ
IITL,IITL.NS,IITL,NSE,EQ
IKIO,IKIO.NS,IKIO,NSE,EQ
IKS,IKS.NS,IKS,NSE,EQ
IMAGICAA,IMAGICAA.NS,IMAGICAA,NSE,EQ
IMFA,IMFA.NS,IMFA,NSE,EQ
IMPAL,IMPAL.NS,IMPAL,NSE,EQ
INA,INA.NS,INA,NSE,EQ
INCREDIBLE,INCREDIBLE.NS,INCREDIBLE,NSE,EQ
INDBANK,INDBANK.NS,INDBANK,NSE,EQ
INDGN,INDGN.NS,INDGN,NSE,EQ
INDHOTEL,INDHOTEL.NS,INDHOTEL,NSE,EQ
INDIACEM,INDIACEM.NS,INDIACEM,NSE,EQ
INDIAGLYCO,INDIAGLYCO.NS,INDIAGLYCO,NSE,EQ
INDIAMART,INDIAMART.NS,INDIAMART,NSE,EQ
INDIANB,INDIANB.NS,INDIANB,NSE,EQ
INDIANCARD,INDIANCARD.NS,INDIANCARD,NSE,EQ
INDIANHUME,INDIANHUME.NS,INDIANHUME,NSE,EQ
INDIASHLTR,INDIASHLTR.NS,INDIASHLTR,NSE,EQ
INDIGO,INDIGO.NS,INDIGO,NSE,EQ
INDIGOPNTS,INDIGOPNTS.NS,INDIGOPNTS,NSE,EQ
INDIQUBE,INDIQUBE.NS,INDIQUBE,NSE,EQ
INDNIPPON,INDNIPPON.NS,INDNIPPON,NSE,EQ
INDOAMIN,INDOAMIN.NS,INDOAMIN,NSE,EQ
INDOBORAX,INDOBORAX.NS,INDOBORAX,NSE,EQ
INDOCO,INDOCO.NS,INDOCO,NSE,EQ
INDOFARM,INDOFARM.NS,INDOFARM,NSE,EQ
INDORAMA,INDORAMA.NS,INDORAMA,NSE,EQ
INDOSTAR,INDOSTAR.NS,INDOSTAR,NSE,EQ
INDOTECH,INDOTECH.NS,INDOTECH,NSE,EQ
INDOTHAI,INDOTHAI.NS,INDOTHAI,NSE,EQ
INDOUS,INDOUS.NS,INDOUS,NSE,EQ
INDOWIND,INDOWIND.NS,INDOWIND,NSE,EQ
INDRAMEDCO,INDRAMEDCO.NS,INDRAMEDCO,NSE,EQ
INDSWFTLAB,INDSWFTLAB.NS,INDSWFTLAB,NSE,EQ
INDTERRAIN,INDTERRAIN.NS,INDTERRAIN,NSE,EQ
INDUSINDBK,INDUSINDBK.NS,INDUSINDBK,NSE,EQ
INDUSTOWER,INDUSTOWER.NS,INDUSTOWER,NSE,EQ
INFOBEAN,INFOBEAN.NS,INFOBEAN,NSE,EQ
INFOMEDIA,INFOMEDIA.NS,INFOMEDIA,NSE,EQ
INFRA,INFRA.NS,INFRA,NSE,EQ
INFRABEES,INFRABEES.NS,INFRABEES,NSE,EQ
INFRAIETF,INFRAIETF.NS,INFRAIETF,NSE,EQ
INFY,INFY.NS,INFY,NSE,EQ
INGERRAND,INGERRAND.NS,INGERRAND,NSE,EQ
INNOVACAP,INNOVACAP.NS,INNOVACAP,NSE,EQ
INNOVANA,INNOVANA.NS,INNOVANA,NSE,EQ
INNOVISION,INNOVISION.NS,INNOVISION,NSE,EQ
INOXGREEN,INOXGREEN.NS,INOXGREEN,NSE,EQ
INOXINDIA,INOXINDIA.NS,INOXINDIA,NSE,EQ
INOXWIND,INOXWIND.NS,INOXWIND,NSE,EQ
INSECTICID,INSECTICID.NS,INSECTICID,NSE,EQ
INTELLECT,INTELLECT.NS,INTELLECT,NSE,EQ
INTENTECH,INTENTECH.NS,INTENTECH,NSE,EQ
INTERARCH,INTERARCH.NS,INTERARCH,NSE,EQ
INTERNET,INTERNET.NS,INTERNET,NSE,EQ
INTLCONV,INTLCONV.NS,INTLCONV,NSE,EQ
INVENTURE,INVENTURE.NS,INVENTURE,NSE,EQ
IOB,IOB.NS,IOB,NSE,EQ
IOC,IOC.NS,IOC,NSE,EQ
IOLCP,IOLCP.NS,IOLCP,NSE,EQ
IONEXCHANG,IONEXCHANG.NS,IONEXCHANG,NSE,EQ
IPCALAB,IPCALAB.NS,IPCALAB,NSE,EQ
IPL,IPL.NS,IPL,NSE,EQ
IRB,IRB.NS,IRB,NSE,EQ
IRCON,IRCON.NS,IRCON,NSE,EQ
IRCTC,IRCTC.NS,IRCTC,NSE,EQ
IREDA,IREDA.NS,IREDA,NSE,EQ
IRFC,IRFC.NS,IRFC,NSE,EQ
IRIS,IRIS.NS,IRIS,NSE,EQ
IRISDOREME,IRISDOREME.NS,IRISDOREME,NSE,EQ
IRMENERGY,IRMENERGY.NS,IRMENERGY,NSE,EQ
ISFT,ISFT.NS,ISFT,NSE,EQ
ISGEC,ISGEC.NS,ISGEC,NSE,EQ
ISHANCH,ISHANCH.NS,ISHANCH,NSE,EQ
IT,IT.NS,IT,NSE,EQ
ITADD,ITADD.NS,ITADD,NSE,EQ
ITBEES,ITBEES.NS,ITBEES,NSE,EQ
ITBETA,ITBETA.NS,ITBETA,NSE,EQ
ITC,ITC.NS,ITC,NSE,EQ
ITCHOTELS,ITCHOTELS.NS,ITCHOTELS,NSE,EQ
ITDC,ITDC.NS,ITDC,NSE,EQ
ITETF,ITETF.NS,ITETF,NSE,EQ
ITI,ITI.NS,ITI,NSE,EQ
ITIETF,ITIETF.NS,ITIETF,NSE,EQ
IVALUE,IVALUE.NS,IVALUE,NSE,EQ
IVC,IVC.NS,IVC,NSE,EQ
IVP,IVP.NS,IVP,NSE,EQ
IVZINGOLD,IVZINGOLD.NS,IVZINGOLD,NSE,EQ
IVZINNIFTY,IVZINNIFTY.NS,IVZINNIFTY,NSE,EQ
IXIGO,IXIGO.NS,IXIGO,NSE,EQ
J&KBANK,J&KBANK.NS,J&KBANK,NSE,EQ
JAGRAN,JAGRAN.NS,JAGRAN,NSE,EQ
JAGSNPHARM,JAGSNPHARM.NS,JAGSNPHARM,NSE,EQ
JAIBALAJI,JAIBALAJI.NS,JAIBALAJI,NSE,EQ
JAICORPLTD,JAICORPLTD.NS,JAICORPLTD,NSE,EQ
JAINREC,JAINREC.NS,JAINREC,NSE,EQ
JAIPURKURT,JAIPURKURT.NS,JAIPURKURT,NSE,EQ
JAMNAAUTO,JAMNAAUTO.NS,JAMNAAUTO,NSE,EQ
JARO,JARO.NS,JARO,NSE,EQ
JASH,JASH.NS,JASH,NSE,EQ
JAYAGROGN,JAYAGROGN.NS,JAYAGROGN,NSE,EQ
JAYBARMARU,JAYBARMARU.NS,JAYBARMARU,NSE,EQ
JAYKAY,JAYKAY.NS,JAYKAY,NSE,EQ
JAYNECOIND,JAYNECOIND.NS,JAYNECOIND,NSE,EQ
JAYSREETEA,JAYSREETEA.NS,JAYSREETEA,NSE,EQ
JBCHEPHARM,JBCHEPHARM.NS,JBCHEPHARM,NSE,EQ
JBMA,JBMA.NS,JBMA,NSE,EQ
JETFREIGHT,JETFREIGHT.NS,JETFREIGHT,NSE,EQ
JGCHEM,JGCHEM.NS,JGCHEM,NSE,EQ
JHS,JHS.NS,JHS,NSE,EQ
JINDALPHOT,JINDALPHOT.NS,JINDALPHOT,NSE,EQ
JINDALPOLY,JINDALPOLY.NS,JINDALPOLY,NSE,EQ
JINDALSAW,JINDALSAW.NS,JINDALSAW,NSE,EQ
JINDALSTEL,JINDALSTEL.NS,JINDALSTEL,NSE,EQ
JINDRILL,JINDRILL.NS,JINDRILL,NSE,EQ
JINDWORLD,JINDWORLD.NS,JINDWORLD,NSE,EQ
JIOFIN,JIOFIN.NS,JIOFIN,NSE,EQ
JISLDVREQS,JISLDVREQS.NS,JISLDVREQS,NSE,EQ
JISLJALEQS,JISLJALEQS.NS,JISLJALEQS,NSE,EQ
JKCEMENT,JKCEMENT.NS,JKCEMENT,NSE,EQ
JKIL,JKIL.NS,JKIL,NSE,EQ
JKIPL,JKIPL.NS,JKIPL,NSE,EQ
JKLAKSHMI,JKLAKSHMI.NS,JKLAKSHMI,NSE,EQ
JKPAPER,JKPAPER.NS,JKPAPER,NSE,EQ
JKTYRE,JKTYRE.NS,JKTYRE,NSE,EQ
JLHL,JLHL.NS,JLHL,NSE,EQ
JMA,JMA.NS,JMA,NSE,EQ
JMFINANCIL,JMFINANCIL.NS,JMFINANCIL,NSE,EQ
JNKINDIA,JNKINDIA.NS,JNKINDIA,NSE,EQ
JOCIL,JOCIL.NS,JOCIL,NSE,EQ
JPOLYINVST,JPOLYINVST.NS,JPOLYINVST,NSE,EQ
JPPOWER,JPPOWER.NS,JPPOWER,NSE,EQ
JSFB,JSFB.NS,JSFB,NSE,EQ
JSL,JSL.NS,JSL,NSE,EQ
JSLL,JSLL.NS,JSLL,NSE,EQ
JSWCEMENT,JSWCEMENT.NS,JSWCEMENT,NSE,EQ
JSWENERGY,JSWENERGY.NS,JSWENERGY,NSE,EQ
JSWHL,JSWHL.NS,JSWHL,NSE,EQ
JSWINFRA,JSWINFRA.NS,JSWINFRA,NSE,EQ
JSWSTEEL,JSWSTEEL.NS,JSWSTEEL,NSE,EQ
JTEKTINDIA,JTEKTINDIA.NS,JTEKTINDIA,NSE,EQ
JTLIND,JTLIND.NS,JTLIND,NSE,EQ
JUBLCPL,JUBLCPL.NS,JUBLCPL,NSE,EQ
JUBLFOOD,JUBLFOOD.NS,JUBLFOOD,NSE,EQ
JUBLINGREA,JUBLINGREA.NS,JUBLINGREA,NSE,EQ
JUBLPHARMA,JUBLPHARMA.NS,JUBLPHARMA,NSE,EQ
JUNIORBEES,JUNIORBEES.NS,JUNIORBEES,NSE,EQ
JUNIPER,JUNIPER.NS,JUNIPER,NSE,EQ
JUSTDIAL,JUSTDIAL.NS,JUSTDIAL,NSE,EQ
JWL,JWL.NS,JWL,NSE,EQ
JYOTHYLAB,JYOTHYLAB.NS,JYOTHYLAB,NSE,EQ
JYOTICNC,JYOTICNC.NS,JYOTICNC,NSE,EQ
JYOTISTRUC,JYOTISTRUC.NS,JYOTISTRUC,NSE,EQ
KABRAEXTRU,KABRAEXTRU.NS,KABRAEXTRU,NSE,EQ
KAJARIACER,KAJARIACER.NS,KAJARIACER,NSE,EQ
KAKATCEM,KAKATCEM.NS,KAKATCEM,NSE,EQ
KALAMANDIR,KALAMANDIR.NS,KALAMANDIR,NSE,EQ
KALPATARU,KALPATARU.NS,KALPATARU,NSE,EQ
KALYANIFRG,KALYANIFRG.NS,KALYANIFRG,NSE,EQ
KALYANKJIL,KALYANKJIL.NS,KALYANKJIL,NSE,EQ
KAMATHOTEL,KAMATHOTEL.NS,KAMATHOTEL,NSE,EQ
KAMDHENU,KAMDHENU.NS,KAMDHENU,NSE,EQ
KAMOPAINTS,KAMOPAINTS.NS,KAMOPAINTS,NSE,EQ
KANANIIND,KANANIIND.NS,KANANIIND,NSE,EQ
KANORICHEM,KANORICHEM.NS,KANORICHEM,NSE,EQ
KANPRPLA,KANPRPLA.NS,KANPRPLA,NSE,EQ
KANSAINER,KANSAINER.NS,KANSAINER,NSE,EQ
KARMAENG,KARMAENG.NS,KARMAENG,NSE,EQ
KARURVYSYA,KARURVYSYA.NS,KARURVYSYA,NSE,EQ
KAUSHALYA,KAUSHALYA.NS,KAUSHALYA,NSE,EQ
KAYA,KAYA.NS,KAYA,NSE,EQ
KAYNES,KAYNES.NS,KAYNES,NSE,EQ
KCP,KCP.NS,KCP,NSE,EQ
KCPSUGIND,KCPSUGIND.NS,KCPSUGIND,NSE,EQ
KDDL,KDDL.NS,KDDL,NSE,EQ
KEC,KEC.NS,KEC,NSE,EQ
KECL,KECL.NS,KECL,NSE,EQ
KEEPLEARN,KEEPLEARN.NS,KEEPLEARN,NSE,EQ
KEI,KEI.NS,KEI,NSE,EQ
KELLTONTEC,KELLTONTEC.NS,KELLTONTEC,NSE,EQ
KERNEX,KERNEX.NS,KERNEX,NSE,EQ
KESORAMIND,KESORAMIND.NS,KESORAMIND,NSE,EQ
KEYFINSERV,KEYFINSERV.NS,KEYFINSERV,NSE,EQ
KFINTECH,KFINTECH.NS,KFINTECH,NSE,EQ
KHADIM,KHADIM.NS,KHADIM,NSE,EQ
KHAICHEM,KHAICHEM.NS,KHAICHEM,NSE,EQ
KHAITANLTD,KHAITANLTD.NS,KHAITANLTD,NSE,EQ
KHANDSE,KHANDSE.NS,KHANDSE,NSE,EQ
KICL,KICL.NS,KICL,NSE,EQ
KILITCH,KILITCH.NS,KILITCH,NSE,EQ
KIMS,KIMS.NS,KIMS,NSE,EQ
KINGFA,KINGFA.NS,KINGFA,NSE,EQ
KIOCL,KIOCL.NS,KIOCL,NSE,EQ
KIRIINDUS,KIRIINDUS.NS,KIRIINDUS,NSE,EQ
KIRLOSBROS,KIRLOSBROS.NS,KIRLOSBROS,NSE,EQ
KIRLOSENG,KIRLOSENG.NS,KIRLOSENG,NSE,EQ
KIRLOSIND,KIRLOSIND.NS,KIRLOSIND,NSE,EQ
KIRLPNU,KIRLPNU.NS,KIRLPNU,NSE,EQ
KITEX,KITEX.NS,KITEX,NSE,EQ
KKCL,KKCL.NS,KKCL,NSE,EQ
KMEW,KMEW.NS,KMEW,NSE,EQ
KMSUGAR,KMSUGAR.NS,KMSUGAR,NSE,EQ
KNAGRI,KNAGRI.NS,KNAGRI,NSE,EQ
KNRCON,KNRCON.NS,KNRCON,NSE,EQ
KOHINOOR,KOHINOOR.NS,KOHINOOR,NSE,EQ
KOKUYOCMLN,KOKUYOCMLN.NS,KOKUYOCMLN,NSE,EQ
KOLTEPATIL,KOLTEPATIL.NS,KOLTEPATIL,NSE,EQ
KOPRAN,KOPRAN.NS,KOPRAN,NSE,EQ
KOTAKBANK,KOTAKBANK.NS,KOTAKBANK,NSE,EQ
KOTARISUG,KOTARISUG.NS,KOTARISUG,NSE,EQ
KOTHARIPET,KOTHARIPET.NS,KOTHARIPET,NSE,EQ
KOTHARIPRO,KOTHARIPRO.NS,KOTHARIPRO,NSE,EQ
KOTYARK,KOTYARK.NS,KOTYARK,NSE,EQ
KPEL,KPEL.NS,KPEL,NSE,EQ
KPIGREEN,KPIGREEN.NS,KPIGREEN,NSE,EQ
KPIL,KPIL.NS,KPIL,NSE,EQ
KPITTECH,KPITTECH.NS,KPITTECH,NSE,EQ
KPRMILL,KPRMILL.NS,KPRMILL,NSE,EQ
KRBL,KRBL.NS,KRBL,NSE,EQ
KREBSBIO,KREBSBIO.NS,KREBSBIO,NSE,EQ
KRIDHANINF,KRIDHANINF.NS,KRIDHANINF,NSE,EQ
KRISHANA,KRISHANA.NS,KRISHANA,NSE,EQ
KRISHIVAL,KRISHIVAL.NS,KRISHIVAL,NSE,EQ
KRISHNADEF,KRISHNADEF.NS,KRISHNADEF,NSE,EQ
KRITI,KRITI.NS,KRITI,NSE,EQ
KRITIKA,KRITIKA.NS,KRITIKA,NSE,EQ
KRITINUT,KRITINUT.NS,KRITINUT,NSE,EQ
KRN,KRN.NS,KRN,NSE,EQ
KRONOX,KRONOX.NS,KRONOX,NSE,EQ
KROSS,KROSS.NS,KROSS,NSE,EQ
KRSNAA,KRSNAA.NS,KRSNAA,NSE,EQ
KRYSTAL,KRYSTAL.NS,KRYSTAL,NSE,EQ
KSB,KSB.NS,KSB,NSE,EQ
KSCL,KSCL.NS,KSCL,NSE,EQ
KSHINTL,KSHINTL.NS,KSHINTL,NSE,EQ
KSL,KSL.NS,KSL,NSE,EQ
KSOLVES,KSOLVES.NS,KSOLVES,NSE,EQ
KTKBANK,KTKBANK.NS,KTKBANK,NSE,EQ
KUANTUM,KUANTUM.NS,KUANTUM,NSE,EQ
KWIL,KWIL.NS,KWIL,NSE,EQ
LAGNAM,LAGNAM.NS,LAGNAM,NSE,EQ
LAL,LAL.NS,LAL,NSE,EQ
LALPATHLAB,LALPATHLAB.NS,LALPATHLAB,NSE,EQ
LAMBODHARA,LAMBODHARA.NS,LAMBODHARA,NSE,EQ
LANDMARK,LANDMARK.NS,LANDMARK,NSE,EQ
LAOPALA,LAOPALA.NS,LAOPALA,NSE,EQ
LASA,LASA.NS,LASA,NSE,EQ
LATENTVIEW,LATENTVIEW.NS,LATENTVIEW,NSE,EQ
LATTEYS,LATTEYS.NS,LATTEYS,NSE,EQ
LAURUSLABS,LAURUSLABS.NS,LAURUSLABS,NSE,EQ
LAXMIDENTL,LAXMIDENTL.NS,LAXMIDENTL,NSE,EQ
LAXMIINDIA,LAXMIINDIA.NS,LAXMIINDIA,NSE,EQ
LEMERITE,LEMERITE.NS,LEMERITE,NSE,EQ
LEMONTREE,LEMONTREE.NS,LEMONTREE,NSE,EQ
LENSKART,LENSKART.NS,LENSKART,NSE,EQ
LFIC,LFIC.NS,LFIC,NSE,EQ
LGBBROSLTD,LGBBROSLTD.NS,LGBBROSLTD,NSE,EQ
LGEINDIA,LGEINDIA.NS,LGEINDIA,NSE,EQ
LGHL,LGHL.NS,LGHL,NSE,EQ
LIBAS,LIBAS.NS,LIBAS,NSE,EQ
LIBERTSHOE,LIBERTSHOE.NS,LIBERTSHOE,NSE,EQ
LICHSGFIN,LICHSGFIN.NS,LICHSGFIN,NSE,EQ
LICI,LICI.NS,LICI,NSE,EQ
LICMFGOLD,LICMFGOLD.NS,LICMFGOLD,NSE,EQ
LICNETFGSC,LICNETFGSC.NS,LICNETFGSC,NSE,EQ
LICNETFN50,LICNETFN50.NS,LICNETFN50,NSE,EQ
LICNETFSEN,LICNETFSEN.NS,LICNETFSEN,NSE,EQ
LICNFNHGP,LICNFNHGP.NS,LICNFNHGP,NSE,EQ
LICNMID100,LICNMID100.NS,LICNMID100,NSE,EQ
LIKHITHA,LIKHITHA.NS,LIKHITHA,NSE,EQ
LINC,LINC.NS,LINC,NSE,EQ
LINCOLN,LINCOLN.NS,LINCOLN,NSE,EQ
LINDEINDIA,LINDEINDIA.NS,LINDEINDIA,NSE,EQ
LIQGRWBEES,LIQGRWBEES.NS,LIQGRWBEES,NSE,EQ
LIQUID,LIQUID.NS,LIQUID,NSE,EQ
LIQUID1,LIQUID1.NS,LIQUID1,NSE,EQ
LIQUIDADD,LIQUIDADD.NS,LIQUIDADD,NSE,EQ
LIQUIDBEES,LIQUIDBEES.NS,LIQUIDBEES,NSE,EQ
LIQUIDBETF,LIQUIDBETF.NS,LIQUIDBETF,NSE,EQ
LIQUIDCASE,LIQUIDCASE.NS,LIQUIDCASE,NSE,EQ
